1.035457317416035750e+01,2.183607344622691571e+01,1.491622741747049758e+02,-1.416326329999131994e+00,9.000963512732194971e+00
4.500060573954188214e+01,4.941824551058143555e+01,1.066878976248602697e+02,-4.705789828232339289e+01,1.566192549784203258e+01
1.773589240478307971e+01,-3.560137603109889426e+01,6.873320483473524867e+00,2.533714269471813196e+01,5.791968877498234747e+00
4.181022118025114764e+01,-3.598017467407519376e+00,6.766242610107241262e+01,-7.169193801664477395e-01,1.815361224194805700e+01
8.054737978800693554e+01,5.343217841143700042e+01,1.364510821293567062e+02,-1.658802167654405579e+01,5.613611286546603196e+01
3.547486400312428856e+01,-2.115826802724075861e+01,-1.009044913967124835e+01,-2.055363168554135456e+01,2.085712365090847698e+01
9.612593431755632523e+00,-3.154339205317156569e+01,-2.656914680227239955e+01,-4.422854724928728665e-01,1.788414284097686036e+01
2.902982312610752658e+01,-2.953618295327520471e+01,-1.436371299553958814e+00,2.229279910372027107e+00,2.968385015916372183e+01
1.312013703778033680e+01,-2.262935715429791372e+01,2.250422247136318887e+01,3.058175126203195315e+00,1.748719378476999609e+01
3.415274442323318738e+01,-6.318220329563679627e+00,-9.194297005253616817e+00,-4.024493821475272881e+01,2.529857850160086841e+01
4.851563480719502763e+01,1.457741475174200829e+01,8.323200911561723103e+01,6.121603827192158320e+01,2.077904435415194229e+01
2.578109366242136957e+01,-1.397849683149789257e+01,6.385774586612900983e+00,4.004074992006156464e+00,1.142157324580324129e+01
3.384640547137586708e+01,-1.232784618378668817e+01,1.482416373730035097e+00,-1.178674572725042857e+01,2.321313609001074951e+01
4.756002603190326994e+01,-1.169535542115522553e+01,1.630454035346676633e+01,2.751041783116853523e+01,2.506521077655805385e+01
4.230094390919651204e+01,-2.344885087121442879e+01,-1.302768120935482998e-01,5.106012704405348934e+00,2.809374845409831778e+01
3.123950617415757236e+01,1.090686115862634331e+01,4.838553499325053053e+01,-4.030228982249315806e+01,1.162544606249053736e+01
1.917446045678336120e+01,-1.556777871424976389e+01,-2.834728983667105950e+01,1.208266441893711729e+01,5.013804685298498320e+00
6.281529180497084752e+01,-6.279713768072755720e+00,3.273983806498412008e+01,1.136001044707282404e+01,4.897250593971654098e+01
3.038186841663906890e+01,7.621889412105110395e+00,5.024504641999797627e+01,-3.216428412421016958e+01,-4.961655329667414627e+00
6.856266405759281213e+01,2.286141789564748450e+01,8.393988329630937528e+01,1.972817428069002332e+01,3.954895257048809754e+01
6.395864353430437887e+01,2.800423384526106219e+01,7.765820729851049009e+01,-2.052677953535957656e+01,2.839869630545398849e+01
2.325404031686453976e+01,-4.351221025086155159e+00,6.409706436282711195e+00,-1.904634009844307840e+01,6.111687713932908217e+00
4.823488434410261050e+01,-5.155000844657207537e+00,1.750202688194205791e+01,-3.864625993461519471e+01,3.313191042087457561e+01
3.940742018841418570e+01,5.112455474515378295e-01,1.401628919509723570e+00,-3.433002778162371982e+01,2.210682070766336338e+01
2.983596929842024892e+01,-4.186380578086208892e+00,4.616991124843663030e+00,1.172075663433953885e+01,1.626332169322386889e+01
5.506626339853384877e+01,-1.503783643643054191e+01,1.822226928952020231e+01,-6.994257145679549481e+00,3.534370651739183700e+01
2.123915136673348769e+01,-2.128943476952285607e+01,-6.382730769857963615e+00,6.850375688219402903e+00,1.487987493629025515e+01
-7.547599926195291076e+00,-3.021659198339064378e+00,2.688855427453456315e+01,-2.619685161964797615e+01,-2.353954681188238141e+01
1.854504231431756978e+01,5.751224099764961073e-01,4.707219344907963432e+01,1.046096516932975184e+01,-1.787222413306229996e+01
3.286168387951290271e+01,-1.938884504439886314e+01,8.495806227435449998e+00,2.270513654720987162e+01,1.847045678893703169e+01
2.341495319153164800e+01,-1.263432637143140980e+01,-1.068975439505187808e+01,-9.686507980020166997e+00,1.135288011767806715e+01
4.913002570694713000e+01,-2.667380183289794715e+01,9.819127647629288802e+00,-5.370811588962103755e+00,2.873783594659015606e+01
2.856713124001673876e+01,-3.562364348669247960e+01,-1.378451611837724045e+01,1.752848739256240052e+01,2.848496158590606342e+01
4.631765061698071406e+01,9.160664039965118022e+00,7.727117905680410104e+01,1.975094492324970830e+01,1.141083137309729700e+01
6.573409440493088596e+01,4.071198119936336468e+01,1.172985941108318997e+02,7.412736202008305852e+00,2.928397854955315793e+01
9.662265465524306762e+00,-1.492630879686900158e+01,-8.249314246470168754e+00,-6.399154081065422162e+00,-6.560178711191305467e+00
3.626485342445457150e+01,-1.659673112645062076e+01,2.410499895746103860e+01,1.415813192280635402e+00,1.993989305010377322e+01
1.450007230299504712e+01,-1.622490976902155069e+01,3.415589580210301079e+01,2.819319319127623302e+01,3.619896026602733130e+00
-3.361835641176378342e+00,-2.199590042293169390e+01,3.007087393185551960e+01,3.993309183005604979e+01,-7.285836404849717063e+00
4.108684556369994567e+01,9.472917583627522120e+00,9.124427744867023193e+01,-1.511830600303517436e+01,3.443134907648746434e+01
1.852912637242132377e+01,4.970697655297234263e+01,9.042151765823676612e+01,-4.101250368786650569e+01,-1.104782312296936553e+01
-2.048811420746065082e+01,-1.220270571561083273e+01,2.505896849065281629e+01,1.729418809329691342e+01,-2.759991957425976494e+01
1.130452141434996616e+00,-2.158685180822591221e+01,3.509537628640075457e+00,2.340700224089453485e+01,-4.763030642151558247e+00
9.734439882130894617e+00,-1.392588191348914961e+01,2.231781042994156650e+01,3.076450008754734178e+00,6.613381493292176394e+00
3.467429599171996668e-01,-7.203992410220414477e+00,-9.922609157626900434e-01,1.513715222437851793e+01,8.808980495675196920e+00
-1.535497633165169873e+01,-3.175568601297066351e+01,2.067297011927076866e+01,1.094065935441140347e+01,-8.493417665171566711e+00
2.447224483301058129e+01,-1.612623347744998270e+01,4.910452697277108314e+01,3.039630403588699181e+01,2.664441436399402008e+01
